Customer_ID,Signup_Date,Plan_Type,Billing_Cycle,Tenure_Months,Monthly_Charges,Churn_Status,Churn_Reason,Region
CUST-20708,2024-08-19,Premium,Monthly,12,79.14,Yes,No_Reason,North
CUST-20709,2025-01-16,basic,Monthly,17,,YES,Competitor,South
CUST-20710,04/04/2024,STANDARD,Monthly,21,40.56,No,N/A,West
CUST-20711,2024-11-01,  Basic ,Annual,21,14.57, No,N/A,East
CUST-20712,2024-02-08,PREMIUM,Annual,7,79.51,No,N/A,South
CUST-20713,,Premium,Annual,17,82.94,NO,N/A,South
CUST-21323,2024-05-08,Standard,Monthly,6,38.45,no,N/A,East
CUST-21271,2025-02-08,Basic,Monthly,15,15.15,YES,Product Bug,West
CUST-20714,08/11/2024,STANDARD,Annual,11,37.9,no,N/A,North
CUST-20715,INVALID_DATE,PREMIUM,Monthly,10,79.1,Yes,Customer Support,North
CUST-20716,2025-01-08,Premium,Annual,24,78.15,YES,Price,South
CUST-20717,30/10/2024,BASIC,Monthly,12,15.58,No,N/A,North
CUST-20718,2024-09-11,Premium,Annual,7,82.88, No,N/A,East
CUST-20719,2025-03-31,PREMIUM,Annual,8,79.68,no,N/A,East
CUST-20720,2024-05-11,standard,Monthly,9,37.53,NO,N/A,South
CUST-20721,10/12/2024,Standard,,0,37.68,Yes ,Price,North
CUST-20722,2025-03-06,  Basic ,Monthly,10,14.98,NO,N/A,South
CUST-20723,13/12/2024,standard,Annual,22,37.87,no,N/A,East
CUST-20724,2024-04-08,Premium,Annual,9,81.13,no,N/A,East
CUST-20725,2024-05-26,Standard,Annual,,39.93,NO,N/A,South
CUST-20726,2025-04-01,BASIC,Monthly,20,15.1, No,N/A,South
CUST-20727,2024-11-14,STANDARD,Annual,18,39.14, No,N/A,East
CUST-20559,2024-04-25,premium,Monthly,13,77.96,No,N/A,West
CUST-20728,2024-02-29,Standard,Annual,22,39.87,NO,N/A,North
CUST-20729,2024-06-18,Standard,Annual,14,37.5,No,N/A,West
CUST-20730,2024-05-13,Standard,Monthly,5,38.71,yes,No_Reason,West
CUST-20731,2024-03-05,BASIC,Monthly,5,14.38,Yes,Product Bug,West
CUST-20732,2025-04-13,Basic,,20,15.55,yes,Customer Support,West
CUST-20733,2024-08-09,Premium,Monthly,21,76.51,no,N/A,East
CUST-20734,2024-12-07,Standard,Annual,13,37.32,No,N/A,East
CUST-20735,,  Basic ,Annual,0,14.58,yes,No_Reason,North
CUST-20736,2024-08-05,premium,Annual,4,82.54,YES,No_Reason,North
CUST-20737,14/05/2025,STANDARD,Annual,15,39.29,Yes ,Competitor,South
CUST-20738,2025-03-07,Premium,Monthly,12,76.92,NO,N/A,North
CUST-20739,17/07/2024,Basic,Monthly,18,15.5,Yes ,Price,North
CUST-20740,21/01/2025,BASIC,Annual,19,14.86,no,N/A,South
CUST-20741,2024-01-19,basic,Monthly,9,15.36,No,N/A,West
CUST-20742,2024-05-02,Standard  ,Annual,3,37.93,No,N/A,South
CUST-20743,2024-02-25,PREMIUM,Monthly,3,76.8,NO,N/A,East
CUST-20744,2024-08-16,Standard  ,Annual,8,39.13,YES,Competitor,South
CUST-20745,12/09/2024,PREMIUM,Annual,15,78.18, No,N/A,East
CUST-20746,2025-01-21,Standard  ,Monthly,17,40.7,yes,Price,South
CUST-20747,2024-02-26,Standard  ,Annual,,40.36, No,N/A,South
CUST-20748,2024-05-07,STANDARD,Monthly,9,38.25,no,N/A,West
CUST-20749,2025-01-22,premium,Annual,8,79.4,Yes ,Product Bug,North
CUST-20750,25/02/2024,Premium,Annual,22,82.16,no,N/A,South
CUST-20751,2024-04-24,BASIC,Annual,11,15.25,Yes ,Competitor,East
CUST-20752,29/02/2024,  Basic ,Monthly,6,15.06, No,N/A,West
CUST-20753,18/10/2024,premium,Annual,12,76.85, No,N/A,North
CUST-20754,INVALID_DATE,Premium,Monthly,,75.86,Yes,Competitor,North
CUST-20755,2024-02-23,premium,Monthly,13,79.22,No,N/A,West
CUST-20756,2024-06-30,  Basic ,Monthly,17,15.1,Yes ,Customer Support,East
CUST-20757,29/11/2024,premium,Monthly,15,77.91,Yes ,No_Reason,North
CUST-20758,2025-04-06,STANDARD,Monthly,2,38.94,No,N/A,North
CUST-20759,26/04/2024,STANDARD,Annual,12,37.29,NO,N/A,East
CUST-20760,2024-04-18,premium,Monthly,4,77.17,YES,Price,West
CUST-20761,03/04/2025,Standard,Annual,17,38.38,no,N/A,South
CUST-20762,2025-03-15,basic,Monthly,3,14.78, No,N/A,West
CUST-20763,2024-05-08,PREMIUM,Annual,4,81.54,YES,Competitor,West
CUST-20764,2024-07-15,PREMIUM,Monthly,11,76.85,YES,Product Bug,North
CUST-20765,,STANDARD,Annual,14,37.72,No,N/A,South
CUST-20766,2024-05-23,Standard  ,Annual,21,38.42,YES,Product Bug,North
CUST-20767,2024-05-14,premium,Annual,7,76.04,Yes,Competitor,North
CUST-20768,,  Basic ,Monthly,14,15.49,No,N/A,North
CUST-20769,INVALID_DATE,premium,Monthly,2,78.45,no,N/A,North
CUST-20770,2024-05-28,Standard  ,Monthly,7,39.96,Yes ,Price,West
CUST-20771,2024-06-15,Standard,Annual,22,39.48,Yes,Customer Support,South
CUST-20772,2024-08-08,basic,Monthly,13,15.16,No,N/A,East
CUST-20773,2024-11-03,BASIC,Annual,6,14.29,no,N/A,North
CUST-20774,INVALID_DATE,Standard,Monthly,8,39.31, No,N/A,South
CUST-20775,2024-10-12,premium,Annual,11,81.74,No,N/A,South
CUST-20776,2025-02-27,Basic,Annual,18,15.15,No,N/A,West
CUST-20777,2025-01-24,BASIC,,0,14.81, No,N/A,North
CUST-20778,2024-01-05,Premium,Annual,10,78.31,no,N/A,South
CUST-20779,,basic,Monthly,2,15.24,Yes,Competitor,West
CUST-20780,2024-02-14,Basic,Annual,-7,15.22,NO,N/A,East
CUST-20781,2024-05-21,Premium,Monthly,1,78.39,No,N/A,East
CUST-20782,2024-09-09,STANDARD,Monthly,15,38.59, No,N/A,East
CUST-20783,2025-05-15,Premium,Monthly,6,77.41, No,N/A,North
CUST-20784,26/05/2024,Standard,Monthly,13,39.76,YES,Customer Support,West
CUST-20785,07/09/2024,basic,Annual,,14.31,No,N/A,South
CUST-20786,2024-11-18,Basic,Monthly,5,15.64,Yes ,Customer Support,East
CUST-20787,06/05/2025,STANDARD,Monthly,5,40.84,NO,N/A,East
CUST-20788,INVALID_DATE,  Basic ,Monthly,9,14.86,yes,Competitor,South
CUST-20789,2024-03-27,basic,Monthly,10,14.64,YES,No_Reason,North
CUST-20790,INVALID_DATE,  Basic ,Monthly,2,14.27,yes,Product Bug,East
CUST-21276,2025-03-09,premium,Annual,11,80.36,NO,N/A,South
CUST-20791,2024-07-06,standard,Monthly,5,40.77,yes,Price,North
CUST-20792,2024-04-03,premium,Monthly,21,82.69, No,N/A,North
CUST-20793,2024-10-20,premium,Monthly,3,76.33,no,N/A,South
CUST-20794,2025-05-07,STANDARD,Annual,8,40.09,NO,N/A,West
CUST-20795,2024-05-10,Premium,Monthly,14,82.56,NO,N/A,South
CUST-20796,2024-11-11,  Basic ,Annual,17,15.67,NO,N/A,West
CUST-20797,2024-06-22,PREMIUM,Annual,7,77.62,no,N/A,South
CUST-20798,2024-09-06,Premium,Annual,16,81.0,NO,N/A,South
CUST-20799,25/05/2024,premium,Monthly,13,,no,N/A,East
CUST-20800,INVALID_DATE,Premium,Monthly,16,79.08,NO,N/A,South
CUST-20801,2024-03-12,Premium,Monthly,21,76.7, No,N/A,West
CUST-20802,2024-07-08,PREMIUM,Monthly,23,79.93,YES,Customer Support,East
CUST-20803,2024-09-15,Premium,Annual,21,77.73,Yes ,Price,West
CUST-20804,2024-04-02,Standard  ,Annual,10,39.65,yes,Customer Support,East
CUST-20805,25/08/2024,PREMIUM,Monthly,6,77.5,NO,N/A,North
CUST-20806,2024-09-23,Standard  ,Monthly,13,37.63, No,N/A,West
CUST-20807,2024-03-28,PREMIUM,Monthly,4,82.01,no,N/A,West
CUST-20808,2025-02-03,premium,Annual,16,76.27,No,N/A,East
CUST-20809,2025-05-03,Premium,Annual,17,78.49,No,N/A,South
CUST-20810,2024-11-06,PREMIUM,Annual,8,79.21,no,N/A,East
CUST-20811,2025-02-09,STANDARD,Annual,19,, No,N/A,East
CUST-20812,,BASIC,Annual,24,15.43,NO,N/A,South
CUST-20813,2024-02-14,Basic,Monthly,6,15.24,Yes,Customer Support,East
CUST-20814,2025-01-31,Standard  ,Monthly,-2,40.87,Yes ,Competitor,North
CUST-20815,2024-09-26,Standard  ,Annual,12,37.98,No,N/A,North
CUST-21686,2024-05-28,Basic,Annual,4,14.92,yes,Customer Support,North
CUST-20816,2025-04-10,standard,Monthly,1,40.19,yes,Product Bug,East
CUST-20817,2024-11-13,premium,Monthly,15,76.08, No,N/A,West
CUST-20818,2024-08-13,Premium,Monthly,4,,YES,Customer Support,West
CUST-20819,2024-07-30,BASIC,Annual,-4,14.61,Yes ,Price,South
CUST-20820,2024-01-19,Premium,Monthly,23,82.34, No,N/A,North
CUST-20821,2024-04-15,Premium,Annual,15,77.77,No,N/A,North
CUST-20822,,  Basic ,Annual,1,15.51,yes,Customer Support,North
CUST-20823,2024-08-13,Standard  ,Annual,20,40.85,No,N/A,West
CUST-20824,2025-04-28,standard,Annual,6,37.22, No,N/A,East
CUST-20825,INVALID_DATE,PREMIUM,Monthly,22,81.85,Yes,Price,West
CUST-20826,2024-11-14,Premium,Annual,20,77.51,Yes,Competitor,North
CUST-20827,11/08/2024,Basic,Monthly,8,14.44,no,N/A,West
CUST-20828,2024-06-14,BASIC,Monthly,22,15.18,Yes ,Product Bug,West
CUST-20829,2024-12-14,BASIC,Monthly,19,14.65,Yes,Price,West
CUST-20830,2025-04-15,PREMIUM,Annual,22,78.93,yes,No_Reason,West
CUST-20831,2024-01-19,standard,Monthly,6,40.74, No,N/A,East
CUST-20832,2025-04-23,PREMIUM,Annual,23,79.54,No,N/A,East
CUST-20833,2024-02-11,STANDARD,Monthly,8,, No,N/A,South
CUST-20834,2024-06-10,STANDARD,Monthly,19,40.2,no,N/A,East
CUST-20835,,PREMIUM,Annual,3,77.67,Yes ,Competitor,West
CUST-20836,18/08/2024,premium,Monthly,6,81.29, No,N/A,East
CUST-20837,INVALID_DATE,basic,Monthly,10,14.48,yes,Competitor,South
CUST-20838,2024-01-15,PREMIUM,Monthly,24,77.89,NO,N/A,West
CUST-20839,2024-08-03,Standard  ,Monthly,12,39.9,Yes,Price,North
CUST-20840,INVALID_DATE,standard,Annual,11,37.73,No,N/A,South
CUST-20841,2024-11-23,Standard  ,Monthly,16,40.22,Yes ,Price,West
CUST-20842,2024-01-13,standard,Monthly,24,37.91,yes,Competitor,North
CUST-20843,14/06/2024,Basic,Monthly,14,14.58,Yes ,Product Bug,North
CUST-20844,2024-07-10,PREMIUM,Annual,22,76.75, No,N/A,North
CUST-20845,2025-02-25,PREMIUM,Monthly,0,79.56,YES,Price,West
CUST-20552,29/03/2024,basic,Monthly,1,14.47,yes,Competitor,West
CUST-20846,2024-11-18,premium,Annual,12,80.86,No,N/A,South
CUST-20847,INVALID_DATE,PREMIUM,Annual,14,76.81,Yes,Competitor,East
CUST-20848,2024-12-16,STANDARD,Annual,14,39.46,NO,N/A,North
CUST-20849,,  Basic ,Annual,22,15.69,yes,Customer Support,North
CUST-20850,2024-04-18,Standard,Annual,5,38.78,Yes,Competitor,North
CUST-20007,2025-03-26,Premium,Monthly,23,82.24, No,N/A,West
CUST-20851,02/09/2024,STANDARD,Monthly,11,39.09,NO,N/A,North
CUST-20852,2025-02-21,Basic,Annual,0,14.61,no,N/A,East
CUST-20853,2024-03-02,Standard  ,,21,40.28, No,N/A,North
CUST-20854,2024-07-27,STANDARD,Monthly,24,38.67,no,N/A,East
CUST-20855,2024-06-01,BASIC,Annual,22,14.36,no,N/A,North
CUST-20856,2024-12-10,premium,Monthly,,80.63, No,N/A,North
CUST-20857,2025-04-01,Premium,Monthly,8,75.25,Yes ,Product Bug,South
CUST-20858,25/02/2024,standard,Annual,12,40.56,No,N/A,North
CUST-21637,18/02/2024,standard,Monthly,1,37.35,YES,No_Reason,East
CUST-20859,2024-11-26,Standard  ,Annual,12,37.53,no,N/A,West
CUST-20860,2024-06-21,Standard  ,Annual,17,37.65,no,N/A,East
CUST-20861,2024-04-25,BASIC,,1,14.72,YES,No_Reason,East
CUST-20862,INVALID_DATE,Standard,Monthly,11,38.53, No,N/A,East
CUST-20863,2025-04-19,standard,Monthly,4,39.17,Yes,Product Bug,South
CUST-20864,2024-02-29,  Basic ,Monthly,16,15.22,Yes ,Price,West
CUST-20865,2024-11-27,standard,Annual,6,37.92, No,N/A,South
CUST-20866,,Basic,Monthly,19,14.35,NO,N/A,East
CUST-20867,2024-05-24,Standard  ,Annual,1,40.07,Yes,No_Reason,North
CUST-20868,2024-01-14,Basic,Annual,14,14.74,YES,No_Reason,North
CUST-20869,2024-06-09,STANDARD,Monthly,1,37.78,yes,Customer Support,West
CUST-20870,,PREMIUM,Annual,10,79.5,NO,N/A,East
CUST-20871,2024-06-12,Basic,Annual,15,15.0,NO,N/A,East
CUST-20872,2024-12-23,PREMIUM,Annual,6,75.15, No,N/A,West
CUST-20873,,BASIC,Monthly,17,15.06, No,N/A,West
CUST-20874,2025-01-21,premium,Annual,12,75.63,Yes,Product Bug,North
CUST-20875,,STANDARD,Monthly,11,40.54,no,N/A,West
CUST-20876,2025-02-24,STANDARD,Annual,20,39.24,No,N/A,South
CUST-20877,2025-02-15,  Basic ,Annual,4,14.92,YES,Product Bug,West
CUST-20878,,standard,Annual,6,39.87,No,N/A,West
CUST-20879,2025-01-03,PREMIUM,Annual,23,81.03,No,N/A,South
CUST-20880,2025-04-14,STANDARD,Monthly,7,39.42,no,N/A,East
CUST-20881,06/04/2025,Standard,Annual,3,38.34,Yes,Price,South
CUST-20882,2024-10-23,STANDARD,Annual,12,40.03, No,N/A,North
CUST-20883,2025-05-03,premium,Monthly,22,80.87,Yes ,Customer Support,East
CUST-20884,2025-03-13,BASIC,Monthly,10,14.76,Yes ,Product Bug,East
CUST-20885,2024-06-14,BASIC,Monthly,22,14.42,NO,N/A,North
CUST-20886,06/10/2024,PREMIUM,Annual,7,76.35,Yes,Price,North
CUST-20887,2025-01-24,Premium,Annual,5,76.8,NO,N/A,East
CUST-20888,2024-09-12,premium,Monthly,22,75.33,NO,N/A,West
CUST-20889,2024-01-11,Basic,Monthly,20,15.31,YES,No_Reason,East
CUST-20890,2024-09-24,PREMIUM,,18,82.16, No,N/A,South
CUST-20891,14/06/2024,premium,Annual,1,82.67,Yes,Product Bug,South
CUST-20892,2024-05-18,PREMIUM,Annual,8,79.73,NO,N/A,North
CUST-20893,2024-10-31,PREMIUM,Monthly,16,76.8,no,N/A,West
CUST-20894,INVALID_DATE,Premium,Monthly,19,76.39,yes,Customer Support,South
CUST-20895,2025-02-12,STANDARD,Monthly,14,40.77,no,N/A,North
CUST-20896,2024-01-04,PREMIUM,Annual,-10,80.91, No,N/A,East
CUST-20897,,premium,Monthly,15,78.95,Yes,Product Bug,North
CUST-20898,10/09/2024,Basic,,4,15.27,No,N/A,East
CUST-20899,INVALID_DATE,PREMIUM,Annual,1,80.34,Yes,Price,East
CUST-20900,2024-07-22,PREMIUM,Monthly,24,82.88,yes,No_Reason,West
CUST-20901,28/05/2024,  Basic ,Annual,23,15.05,Yes ,Price,South
CUST-20902,08/08/2024,  Basic ,Monthly,13,14.73,YES,No_Reason,North
CUST-20903,INVALID_DATE,premium,Monthly,22,76.73, No,N/A,West
CUST-20904,2024-10-21,premium,Monthly,7,75.19, No,N/A,North
CUST-20905,2024-10-31,STANDARD,Annual,16,38.93,no,N/A,West
CUST-20906,2025-03-04,Premium,Annual,22,75.79,No,N/A,West
CUST-20907,2024-08-04,Basic,Monthly,21,14.37,Yes,No_Reason,North
CUST-20908,2024-03-18,Standard,Annual,9,40.5,YES,Product Bug,West
CUST-20909,2025-01-30,standard,Annual,14,37.5,no,N/A,South
CUST-20910,2024-11-10,  Basic ,Monthly,8,15.07,yes,Price,North
CUST-20911,2025-01-12,Premium,Annual,19,77.1,no,N/A,East
CUST-20912,2024-03-16,premium,Monthly,24,76.11, No,N/A,North
CUST-20913,2025-05-13,PREMIUM,Monthly,18,77.52,yes,Competitor,South
CUST-20914,2024-02-07,PREMIUM,Annual,5,82.33,yes,Competitor,East
CUST-20915,2024-07-11,PREMIUM,Monthly,3,80.56,YES,Customer Support,West
CUST-20916,2025-04-01,Standard  ,Monthly,5,40.05,Yes,Competitor,South
CUST-20917,2024-04-28,Premium,Annual,21,79.81, No,N/A,East
CUST-20918,2025-02-17,  Basic ,Monthly,20,14.84,NO,N/A,West
CUST-20919,2024-12-15,PREMIUM,Monthly,13,75.32,yes,No_Reason,North
CUST-20920,2024-05-06,Premium,Monthly,9,82.49,NO,N/A,South
CUST-20921,2025-04-14,Standard  ,Annual,19,37.27,NO,N/A,South
CUST-20922,2024-10-17,BASIC,Annual,0,15.02,YES,Product Bug,West
CUST-20923,2024-01-07,standard,Annual,2,39.27,No,N/A,West
CUST-20924,2024-02-16,BASIC,Annual,20,15.58,NO,N/A,East
CUST-20925,2024-12-14,Standard,Monthly,13,40.4,NO,N/A,East
CUST-20926,14/08/2024,premium,,12,81.64, No,N/A,South
CUST-20927,12/06/2024,premium,Monthly,23,78.43,Yes ,Customer Support,South
CUST-20928,2024-01-05,Premium,Monthly,1,77.6,No,N/A,West
CUST-20929,INVALID_DATE,Standard  ,Annual,17,37.47,YES,Competitor,West
CUST-20930,2024-04-19,Premium,Monthly,2,78.05,YES,Product Bug,East
CUST-20931,,  Basic ,Monthly,6,15.05, No,N/A,South
CUST-20932,2024-03-28,Standard,Annual,7,38.86,No,N/A,South
CUST-20933,2025-03-24,PREMIUM,Monthly,13,80.79,yes,Customer Support,East
CUST-20934,2024-09-15,Premium,Monthly,8,81.63,NO,N/A,East
CUST-20935,2024-03-15,premium,Annual,15,82.13,No,N/A,West
CUST-20936,2025-03-25,Standard,Monthly,17,37.14,Yes ,Competitor,West
CUST-20937,2024-10-04,  Basic ,Annual,14,14.77,no,N/A,West
CUST-20938,2025-02-18,Standard,Annual,0,37.23,No,N/A,East
CUST-20939,INVALID_DATE,premium,Monthly,19,78.33,Yes ,Product Bug,East
CUST-20940,2025-01-24,Basic,Annual,20,14.53,no,N/A,West
CUST-20941,2024-11-05,  Basic ,Annual,19,15.36,Yes,Product Bug,South
CUST-20942,24/02/2025,standard,Monthly,0,38.66,Yes ,Competitor,East
CUST-20943,2024-06-07,  Basic ,Monthly,21,14.98, No,N/A,West
CUST-20944,2024-07-15,standard,Annual,1,38.87,no,N/A,North
CUST-20945,2024-06-20,BASIC,,0,14.51,YES,Product Bug,East
CUST-20946,2025-01-23,Standard  ,Annual,6,40.59, No,N/A,East
CUST-20947,2024-12-07,Standard,,12,,no,N/A,West
CUST-20948,INVALID_DATE,Basic,Monthly,17,15.12, No,N/A,South
CUST-20949,2025-05-15,Standard,Monthly,19,40.49,yes,Price,North
CUST-20950,14/04/2025,standard,Annual,9,37.12,no,N/A,East
CUST-20951,2024-10-12,standard,Monthly,23,40.05,No,N/A,North
CUST-20952,2024-04-19,standard,Monthly,0,37.5, No,N/A,South
CUST-20953,,BASIC,Annual,10,15.67, No,N/A,North
CUST-20954,2024-09-25,Standard,Monthly,3,39.2,YES,Customer Support,South
CUST-20955,2024-12-30,BASIC,Monthly,15,15.28, No,N/A,West
CUST-20956,INVALID_DATE,PREMIUM,Monthly,8,79.83,YES,Price,North
CUST-20957,2025-02-27,Standard  ,Monthly,21,39.5, No,N/A,South
CUST-20958,2024-06-16,Premium,Annual,-6,77.59,yes,No_Reason,South
CUST-20959,2024-11-17,standard,Annual,24,37.06,NO,N/A,East
CUST-20960,2024-05-11,Premium,Monthly,22,81.58,yes,Price,South
CUST-20961,2024-04-18,STANDARD,Annual,21,40.54,no,N/A,West
CUST-20962,09/03/2025,PREMIUM,Monthly,8,78.63, No,N/A,East
CUST-20963,2024-02-17,basic,Annual,8,15.07,NO,N/A,East
CUST-20964,25/05/2024,Basic,Annual,19,14.4, No,N/A,South
CUST-20965,15/03/2024,standard,Monthly,10,39.55,YES,Competitor,South
CUST-20536,29/05/2024,Standard,Monthly,20,37.87,YES,Competitor,North
CUST-20966,2024-12-12,PREMIUM,Annual,16,76.66,Yes ,No_Reason,West
CUST-20967,2024-05-30,STANDARD,Annual,20,37.39,YES,Customer Support,North
CUST-20968,2025-01-18,basic,Monthly,0,15.62,YES,No_Reason,West
CUST-20969,2025-02-13,PREMIUM,Annual,17,81.86,Yes,No_Reason,East
CUST-20970,2024-07-20,basic,Monthly,18,15.61, No,N/A,East
CUST-20971,22/11/2024,Basic,,22,14.45, No,N/A,East
CUST-20972,2025-04-15,Standard,Annual,11,37.5,Yes ,Product Bug,West
CUST-20973,2024-10-25,Standard,,15,40.74,Yes,Product Bug,East
CUST-20974,2025-02-19,premium,Monthly,9,79.58,Yes ,Competitor,West
CUST-20975,2024-11-06,BASIC,Annual,6,15.35,No,N/A,West
CUST-20976,27/12/2024,Standard,Monthly,3,38.47,Yes,Price,South
CUST-20977,12/05/2025,standard,Monthly,6,37.98,YES,No_Reason,North
CUST-20978,2024-07-24,Premium,Monthly,18,80.75,Yes ,Competitor,North
CUST-20979,2024-10-11,BASIC,Annual,17,14.8, No,N/A,North
CUST-20980,2025-04-26,Standard  ,Annual,16,37.94,No,N/A,North
CUST-20981,2024-11-09,premium,Monthly,12,77.33,No,N/A,South
CUST-20982,2024-04-11,standard,Annual,19,39.57,No,N/A,East
CUST-20983,2024-07-18,Standard  ,Annual,1,40.71,no,N/A,North
CUST-20984,2024-09-10,basic,Monthly,21,14.35,Yes,No_Reason,West
CUST-20985,2025-02-27,standard,Annual,5,40.09,no,N/A,West
CUST-20986,2025-04-30,Standard,Monthly,21,,NO,N/A,North
CUST-20987,2024-11-28,STANDARD,Annual,9,37.79, No,N/A,West
CUST-20988,2024-05-07,Standard,Annual,17,37.47,No,N/A,North
CUST-20989,11/01/2024,PREMIUM,Monthly,16,82.22,yes,Price,East
CUST-21105,19/11/2024,Basic,Annual,23,14.6,Yes,Competitor,West
CUST-20990,2024-05-08,PREMIUM,Annual,0,80.45,NO,N/A,West
CUST-20991,2024-11-25,standard,Monthly,22,39.96,no,N/A,West
CUST-20911,2025-01-12,Premium,Annual,19,77.1,no,N/A,East
CUST-20992,2024-07-22,BASIC,Monthly,5,14.56,yes,No_Reason,West
CUST-20993,2025-05-03,Premium,Annual,4,75.69,no,N/A,South
CUST-20994,24/04/2024,Standard  ,Monthly,15,38.35,No,N/A,West
CUST-20995,2024-08-11,premium,Monthly,21,81.87,NO,N/A,West
CUST-20996,14/12/2024,basic,Monthly,13,,Yes,Customer Support,West
CUST-20997,2025-04-07,Basic,Monthly,5,14.95, No,N/A,West
CUST-20998,2024-10-01,STANDARD,Annual,24,39.79, No,N/A,East
CUST-20999,2024-05-15,PREMIUM,Monthly,4,82.33, No,N/A,East
CUST-21000,2025-05-11,Basic,Monthly,20,15.12, No,N/A,West
CUST-21001,20/12/2024,BASIC,Annual,9,15.57,No,N/A,South
CUST-21002,2024-02-27,premium,Monthly,0,76.33,Yes,No_Reason,South
CUST-21003,2025-02-13,Basic,Monthly,23,14.27,Yes,Customer Support,South
CUST-21004,2024-02-13,PREMIUM,Annual,24,78.95, No,N/A,West
CUST-21005,INVALID_DATE,Basic,,18,14.66,no,N/A,North
CUST-21987,2024-10-19,basic,Monthly,0,15.08,Yes ,Price,North
CUST-21006,2025-03-27,PREMIUM,,3,77.56,Yes,No_Reason,East
CUST-21007,2025-01-08,Basic,Annual,10,14.82, No,N/A,East
CUST-21008,2025-03-23,PREMIUM,Annual,16,78.42, No,N/A,East
CUST-21009,2024-03-06,Standard,Monthly,4,40.57,yes,No_Reason,South
CUST-21010,2024-07-12,standard,Monthly,24,37.6,Yes ,Customer Support,North
CUST-21011,2025-02-18,PREMIUM,Monthly,5,75.22,Yes ,Competitor,South
CUST-21012,2024-12-22,premium,Monthly,7,80.05,YES,Customer Support,East
CUST-21013,23/11/2024,  Basic ,Monthly,16,15.45,no,N/A,North
CUST-21014,2025-02-08,PREMIUM,Annual,16,77.77,no,N/A,East
CUST-21015,24/05/2024,Basic,Annual,20,14.63,No,N/A,South
CUST-21016,,Standard,Annual,22,40.09, No,N/A,West
CUST-21017,12/02/2025,Standard  ,Monthly,23,38.3, No,N/A,North
CUST-21018,2024-03-01,Standard,Monthly,18,40.07, No,N/A,East
CUST-21019,2024-05-24,Premium,Monthly,20,78.44,Yes,Customer Support,North
CUST-21020,2024-04-05,Standard  ,Annual,2,38.38, No,N/A,East
CUST-21021,INVALID_DATE,Standard,Monthly,4,40.83, No,N/A,South
CUST-21022,2024-06-03,STANDARD,Monthly,6,39.7,NO,N/A,North
CUST-21023,2024-08-19,Basic,Annual,12,14.41,NO,N/A,North
CUST-21024,2024-12-21,Basic,Monthly,22,14.58,no,N/A,East
CUST-21025,20/02/2024,  Basic ,Monthly,14,15.07,Yes,Competitor,West
CUST-21026,2024-10-06,STANDARD,Monthly,20,40.28,NO,N/A,North
CUST-21027,,standard,Monthly,14,37.75,NO,N/A,East
CUST-21028,22/03/2024,Basic,Annual,23,14.49,NO,N/A,South
CUST-21029,01/12/2024,Standard  ,Monthly,23,39.09,yes,Competitor,West
CUST-21030,2024-04-26,Standard  ,Monthly,12,40.5,yes,Customer Support,East
CUST-21031,2024-04-14,STANDARD,Annual,21,38.98,no,N/A,North
CUST-21032,2024-11-16,premium,Monthly,12,75.61, No,N/A,West
CUST-21033,2025-05-11,Premium,Monthly,14,82.01,NO,N/A,East
CUST-21034,2024-06-25,BASIC,Monthly,5,14.72,No,N/A,East
CUST-21035,,Premium,Annual,24,80.38, No,N/A,East
CUST-20302,2024-08-04,Standard,Annual,9,39.34,no,N/A,North
CUST-21036,2024-12-03,Premium,Annual,16,79.19,Yes,No_Reason,South
CUST-21037,2024-10-10,Premium,Monthly,10,79.78,NO,N/A,South
CUST-21038,2024-09-18,BASIC,Monthly,17,15.65,no,N/A,West
CUST-21039,2024-12-06,standard,Monthly,0,40.43, No,N/A,North
CUST-21040,07/06/2024,  Basic ,Annual,3,15.41,YES,Competitor,South
CUST-20017,2024-12-02,STANDARD,Annual,6,37.38,no,N/A,West
CUST-21041,2024-11-26,premium,Annual,2,78.89,yes,No_Reason,East
CUST-21042,2024-01-31,PREMIUM,Monthly,9,75.98,no,N/A,North
CUST-21043,2024-09-13,Standard,Monthly,6,40.4,No,N/A,West
CUST-21044,2024-11-24,Standard,Annual,5,40.63,yes,Customer Support,East
CUST-21045,2025-03-26,  Basic ,Annual,5,15.39,yes,No_Reason,West
CUST-21046,2024-02-04,Basic,Annual,14,15.3,Yes ,Product Bug,West
CUST-21047,2024-06-04,Standard,Annual,24,37.94,NO,N/A,West
CUST-21048,2024-05-28,Basic,Monthly,24,15.05,no,N/A,South
CUST-21049,2024-05-29,PREMIUM,Annual,18,77.97,NO,N/A,North
CUST-21050,2024-08-14,  Basic ,Annual,21,14.55, No,N/A,East
CUST-21051,13/06/2024,BASIC,Annual,12,14.82, No,N/A,East
CUST-21052,2024-03-22,basic,Monthly,10,14.31,NO,N/A,West
CUST-21053,2025-01-07,premium,Monthly,24,78.2,No,N/A,West
CUST-21054,2025-03-17,Premium,Monthly,14,76.86,No,N/A,East
CUST-21055,,standard,,20,37.06,no,N/A,West
CUST-21056,2024-10-07,Premium,Annual,14,82.17,NO,N/A,North
CUST-21057,2024-10-08,PREMIUM,Monthly,9,81.22,NO,N/A,South
CUST-21058,2024-05-12,premium,Annual,20,75.38,No,N/A,South
