Transaction_ID,Date,Customer_ID,Segment,Product_Name,Category,Quantity,Unit_Price,Revenue,Cost,Profit,Region
TXN-10977,2025-08-29,CUST-1109,Corporate,Pro Laptop 15,Technology,5,1228.7,6143.5,4326.87,1816.63,North
TXN-10978,2025-08-09,CUST-1055,Consumer,UltraWide Monitor 34,Technology,8,406.11,3248.88,2375.91,872.97,South
TXN-10979,2025-04-25,CUST-1012,Corporate,UltraWide Monitor 34,Technology,5,396.42,1982.1,1446.54,535.56,East
TXN-10980,2025-06-13,CUST-1010,Home Office,UltraWide Monitor 34,Technology,3,409.06,1227.18,897.8,329.38,South
TXN-11924,2025-03-28,CUST-1094,Corporate,Executive Wooden Desk,Furniture,4,439.69,1758.76,1059.48,699.28,North
TXN-10981,2025-09-01,CUST-1076,Home Office,High-Speed USB-C Cable,Technology,10,18.88,188.8,57.06,131.74,East
TXN-10982,2025-01-17,CUST-1111,Corporate,Wireless Mouse M2,Technology,8,25.84,206.72,82.63,124.09,North
TXN-10983,2025-02-02,CUST-1072,Corporate,Executive Wooden Desk,Furniture,1,450.2,450.2,265.66,184.54,East
TXN-10985,2025-01-27,CUST-1093,Home Office,Sticky Notes Pastel,Office Supplies,3,8.2,24.6,6.07,18.53,East
TXN-10986,2025-02-04,CUST-1034,Consumer,Smart Bluetooth Speaker,Technology,9,79.4,714.6,357.59,357.01,East
TXN-10987,2025-06-19,CUST-1047,Corporate,Gel Pens (Pack of 12),Office Supplies,5,15.58,77.9,22.98,54.92,West
TXN-10988,2025-01-09,CUST-1043,Home Office,Premium Notebook A5,Office Supplies,2,11.98,23.96,8.46,15.5,West
TXN-10989,2025-11-03,CUST-1095,Consumer,Ergonomic Chair,Furniture,9,257.99,2321.91,1503.67,818.24,South
TXN-10990,2025-04-26,CUST-1106,Consumer,Gel Pens (Pack of 12),Office Supplies,9,15.09,135.81,40.84,94.97,West
TXN-10991,2025-05-03,CUST-1119,Home Office,High-Speed USB-C Cable,Technology,6,17.47,104.82,30.87,73.95,East
TXN-10992,2025-12-18,CUST-1021,Consumer,UltraWide Monitor 34,Technology,2,404.69,809.38,591.82,217.56,South
TXN-10993,2025-09-29,CUST-1020,Corporate,Wireless Mouse M2,Technology,2,26.17,52.34,20.74,31.6,North
TXN-10994,2025-11-22,CUST-1132,Consumer,Ergonomic Chair,Furniture,1,248.31,248.31,159.34,88.97,North
TXN-10995,2025-07-31,CUST-1122,Corporate,Pro Laptop 15,Technology,2,1243.22,2486.44,1756.67,729.77,South
TXN-10997,2025-09-02,CUST-1012,Home Office,Filing Cabinet 3-Drawer,Furniture,9,155.37,1398.33,766.28,632.05,North
TXN-10998,2025-02-02,CUST-1133,Corporate,Wireless Mouse M2,Technology,9,25.31,227.79,89.86,137.93,North
TXN-10999,2025-06-04,CUST-1071,Corporate,Sticky Notes Pastel,Office Supplies,8,8.26,66.08,16.8,49.28,South
TXN-11000,2025-06-11,CUST-1091,Home Office,High-Speed USB-C Cable,Technology,2,17.37,34.74,10.53,24.21,West
TXN-11001,2025-03-30,CUST-1082,Corporate,Filing Cabinet 3-Drawer,Furniture,2,153.64,307.28,172.32,134.96,East
TXN-11002,2025-12-27,CUST-1025,Consumer,Premium Notebook A5,Office Supplies,6,11.7,70.2,24.25,45.95,West
TXN-11003,2025-11-03,CUST-1027,Home Office,Wireless Mouse M2,Technology,4,25.5,102.0,40.53,61.47,East
TXN-11005,2025-07-18,CUST-1125,Home Office,Pro Laptop 15,Technology,3,1235.08,3705.24,2620.72,1084.52,East
TXN-11006,2025-09-18,CUST-1068,Corporate,UltraWide Monitor 34,Technology,5,408.18,2040.9,1494.76,546.14,East
TXN-11007,2025-06-25,CUST-1141,Home Office,Sticky Notes Pastel,Office Supplies,4,7.67,30.68,7.69,22.99,North
TXN-11008,2025-02-15,CUST-1009,Consumer,Smart Bluetooth Speaker,Technology,1,83.36,83.36,41.24,42.12,East
TXN-11009,2025-04-21,CUST-1010,Corporate,Pro Laptop 15,Technology,6,1215.14,7290.84,5193.27,2097.57,East
TXN-11010,2025-12-06,CUST-1114,Corporate,Executive Wooden Desk,Furniture,1,433.44,433.44,258.72,174.72,North
TXN-11011,2025-04-06,CUST-1105,Home Office,Executive Wooden Desk,Furniture,5,430.76,2153.8,1311.66,842.14,North
TXN-11012,2025-06-09,CUST-1026,Corporate,Executive Wooden Desk,Furniture,4,452.09,1808.36,1070.01,738.35,South
TXN-11013,2025-06-24,CUST-1012,Home Office,UltraWide Monitor 34,Technology,6,404.5,2427.0,1769.53,657.47,South
TXN-11014,2025-09-26,CUST-1074,Consumer,High-Speed USB-C Cable,Technology,1,17.96,17.96,5.44,12.52,East
TXN-11015,2025-05-11,CUST-1090,Home Office,High-Speed USB-C Cable,Technology,10,17.59,175.9,52.0,123.9,North
TXN-11016,2025-09-20,CUST-1020,Consumer,Pro Laptop 15,Technology,2,1172.8,2345.6,1650.13,695.47,South
TXN-11017,2025-09-24,CUST-1092,Consumer,UltraWide Monitor 34,Technology,1,400.94,400.94,292.12,108.82,West
TXN-11018,2025-09-13,CUST-1103,Home Office,Wireless Mouse M2,Technology,4,24.6,98.4,38.7,59.7,North
TXN-11019,2025-02-24,CUST-1112,Home Office,Filing Cabinet 3-Drawer,Furniture,1,156.3,156.3,85.12,71.18,South
TXN-11020,2025-07-25,CUST-1032,Corporate,Standing Desk Frame,Furniture,4,291.3,1165.2,705.06,460.14,West
TXN-11021,2025-09-04,CUST-1038,Corporate,Executive Wooden Desk,Furniture,8,455.64,3645.12,2219.51,1425.61,South
TXN-11022,2025-07-29,CUST-1070,Consumer,Standing Desk Frame,Furniture,10,302.22,3022.2,1779.17,1243.03,North
TXN-11023,2025-05-03,CUST-1127,Consumer,Executive Wooden Desk,Furniture,10,452.0,4520.0,2689.4,1830.6,North
TXN-11024,2025-08-23,CUST-1068,Consumer,Premium Notebook A5,Office Supplies,2,11.42,22.84,8.12,14.72,East
TXN-11025,2025-07-18,CUST-1043,Consumer,High-Speed USB-C Cable,Technology,3,18.83,56.49,17.22,39.27,West
TXN-11028,2025-07-07,CUST-1039,Consumer,Wireless Mouse M2,Technology,9,25.68,231.12,91.45,139.67,West
TXN-11029,2025-01-08,CUST-1101,Home Office,Ergonomic Chair,Furniture,1,257.51,257.51,168.95,88.56,North
TXN-11030,2025-03-01,CUST-1030,Corporate,High-Speed USB-C Cable,Technology,4,18.64,74.56,22.14,52.42,East
TXN-11031,2025-11-05,CUST-1126,Home Office,UltraWide Monitor 34,Technology,2,417.95,835.9,593.66,242.24,North
TXN-11032,2025-01-19,CUST-1014,Consumer,Sticky Notes Pastel,Office Supplies,10,8.39,83.9,20.56,63.34,South
TXN-11033,2025-11-13,CUST-1136,Corporate,High-Speed USB-C Cable,Technology,8,18.71,149.68,44.72,104.96,North
TXN-11034,2025-11-22,CUST-1070,Corporate,UltraWide Monitor 34,Technology,1,399.7,399.7,290.22,109.48,East
TXN-11035,2025-03-19,CUST-1149,Consumer,Filing Cabinet 3-Drawer,Furniture,3,147.35,442.05,242.73,199.32,South
TXN-11036,2025-07-10,CUST-1067,Consumer,Ergonomic Chair,Furniture,8,258.2,2065.6,1353.38,712.22,East
TXN-11037,2025-04-03,CUST-1148,Home Office,Smart Bluetooth Speaker,Technology,4,76.25,305.0,150.49,154.51,East
TXN-11038,2025-03-17,CUST-1141,Corporate,Smart Bluetooth Speaker,Technology,1,76.53,76.53,37.75,38.78,North
TXN-11039,2025-01-09,CUST-1051,Corporate,Sticky Notes Pastel,Office Supplies,10,8.1,81.0,20.4,60.6,East
TXN-11040,2025-01-06,CUST-1064,Home Office,Ergonomic Chair,Furniture,2,239.55,479.1,313.33,165.77,North
TXN-11041,2025-08-15,CUST-1006,Consumer,Executive Wooden Desk,Furniture,1,443.13,443.13,264.99,178.14,East
TXN-11042,2025-10-17,CUST-1108,Consumer,Pro Laptop 15,Technology,4,1186.39,4745.56,3364.13,1381.43,North
TXN-11043,2025-08-26,CUST-1103,Home Office,Pro Laptop 15,Technology,8,1230.97,9847.76,6883.58,2964.18,East
TXN-11044,2025-01-27,CUST-1025,Home Office,Sticky Notes Pastel,Office Supplies,1,7.95,7.95,1.96,5.99,South
TXN-11045,2025-05-24,CUST-1040,Consumer,UltraWide Monitor 34,Technology,8,399.46,3195.68,2291.94,903.74,South
TXN-11046,2025-07-17,CUST-1122,Consumer,High-Speed USB-C Cable,Technology,7,17.14,119.98,36.14,83.84,East
TXN-11047,2025-07-12,CUST-1046,Corporate,High-Speed USB-C Cable,Technology,2,17.62,35.24,10.5,24.74,West
TXN-11048,2025-01-25,CUST-1018,Consumer,Premium Notebook A5,Office Supplies,8,12.26,98.08,34.24,63.84,East
TXN-11049,2025-03-02,CUST-1004,Consumer,UltraWide Monitor 34,Technology,6,403.17,2419.02,1759.35,659.67,North
TXN-11050,2025-03-07,CUST-1102,Home Office,Standing Desk Frame,Furniture,5,291.77,1458.85,892.09,566.76,South
TXN-11051,2025-10-30,CUST-1093,Corporate,Wireless Mouse M2,Technology,4,23.9,95.6,38.62,56.98,South
TXN-11052,2025-01-05,CUST-1045,Corporate,Executive Wooden Desk,Furniture,10,472.21,4722.1,2842.23,1879.87,South
TXN-11053,2025-04-30,CUST-1006,Home Office,Pro Laptop 15,Technology,1,1142.3,1142.3,805.66,336.64,North
TXN-11054,2025-10-14,CUST-1066,Corporate,Pro Laptop 15,Technology,3,1202.71,3608.13,2508.73,1099.4,East
TXN-11055,2025-08-15,CUST-1079,Consumer,Filing Cabinet 3-Drawer,Furniture,9,147.53,1327.77,743.82,583.95,East
TXN-11056,2025-02-09,CUST-1148,Home Office,Premium Notebook A5,Office Supplies,4,12.18,48.72,17.38,31.34,North
TXN-11057,2025-10-06,CUST-1032,Corporate,Sticky Notes Pastel,Office Supplies,1,7.82,7.82,1.94,5.88,South
TXN-11058,2025-05-10,CUST-1055,Consumer,Smart Bluetooth Speaker,Technology,8,78.56,628.48,316.13,312.35,South
TXN-11059,2025-08-13,CUST-1026,Corporate,Wireless Mouse M2,Technology,2,24.05,48.1,18.99,29.11,East
TXN-11060,2025-05-13,CUST-1131,Home Office,Premium Notebook A5,Office Supplies,5,12.52,62.6,21.82,40.78,East
TXN-11062,2025-08-07,CUST-1083,Consumer,Sticky Notes Pastel,Office Supplies,4,8.0,32.0,8.0,24.0,East
TXN-11064,2025-10-10,CUST-1148,Consumer,Standing Desk Frame,Furniture,10,298.72,2987.2,1790.83,1196.37,North
TXN-11065,2025-06-23,CUST-1067,Consumer,Executive Wooden Desk,Furniture,8,457.52,3660.16,2196.1,1464.06,West
TXN-11066,2025-10-09,CUST-1141,Home Office,Filing Cabinet 3-Drawer,Furniture,6,152.27,913.62,501.03,412.59,South
TXN-11067,2025-05-10,CUST-1061,Consumer,Ergonomic Chair,Furniture,3,240.18,720.54,467.41,253.13,East
TXN-11068,2025-12-15,CUST-1073,Home Office,Ergonomic Chair,Furniture,4,251.97,1007.88,647.36,360.52,South
TXN-11069,2025-06-06,CUST-1058,Corporate,Wireless Mouse M2,Technology,8,25.66,205.28,81.52,123.76,East
TXN-11070,2025-12-01,CUST-1107,Corporate,High-Speed USB-C Cable,Technology,6,17.61,105.66,31.48,74.18,West
TXN-11071,2025-11-02,CUST-1052,Consumer,Pro Laptop 15,Technology,5,1187.82,5939.1,4228.64,1710.46,West
TXN-11072,2025-09-27,CUST-1014,Home Office,Sticky Notes Pastel,Office Supplies,1,7.99,7.99,2.01,5.98,South
TXN-11073,2025-09-04,CUST-1130,Home Office,Smart Bluetooth Speaker,Technology,4,78.57,314.28,155.25,159.03,East
TXN-11074,2025-06-06,CUST-1039,Home Office,Standing Desk Frame,Furniture,2,306.32,612.64,365.07,247.57,North
TXN-11075,2025-12-04,CUST-1122,Home Office,Smart Bluetooth Speaker,Technology,6,78.91,473.46,235.97,237.49,South
TXN-11076,2025-10-16,CUST-1132,Home Office,Gel Pens (Pack of 12),Office Supplies,9,14.86,133.74,40.24,93.5,West
TXN-11077,2025-04-19,CUST-1145,Consumer,Premium Notebook A5,Office Supplies,3,12.38,37.14,13.26,23.88,East
TXN-11078,2025-05-06,CUST-1112,Consumer,Standing Desk Frame,Furniture,9,297.99,2681.91,1591.98,1089.93,West
TXN-11079,2025-11-26,CUST-1004,Home Office,Sticky Notes Pastel,Office Supplies,9,8.39,75.51,19.16,56.35,West
TXN-11080,2025-10-12,CUST-1084,Consumer,Premium Notebook A5,Office Supplies,2,11.81,23.62,8.15,15.47,West
TXN-11081,2025-05-11,CUST-1123,Corporate,High-Speed USB-C Cable,Technology,3,18.14,54.42,16.55,37.87,East
TXN-11082,2025-12-29,CUST-1086,Home Office,Filing Cabinet 3-Drawer,Furniture,7,154.71,1082.97,588.7,494.27,South
TXN-11083,2025-12-03,CUST-1046,Consumer,Gel Pens (Pack of 12),Office Supplies,9,14.63,131.67,39.83,91.84,East
TXN-11084,2025-12-05,CUST-1072,Home Office,Sticky Notes Pastel,Office Supplies,8,8.12,64.96,15.92,49.04,North
TXN-11085,2025-12-04,CUST-1107,Consumer,Gel Pens (Pack of 12),Office Supplies,6,15.68,94.08,28.68,65.4,North
TXN-11086,2025-11-26,CUST-1047,Home Office,Smart Bluetooth Speaker,Technology,3,76.41,229.23,114.04,115.19,West
TXN-11087,2025-12-08,CUST-1098,Consumer,Sticky Notes Pastel,Office Supplies,3,8.1,24.3,6.04,18.26,South
TXN-11088,2025-01-03,CUST-1034,Corporate,Smart Bluetooth Speaker,Technology,8,79.55,636.4,322.4,314.0,South
TXN-11089,2025-09-18,CUST-1092,Home Office,Executive Wooden Desk,Furniture,2,443.72,887.44,524.48,362.96,North
TXN-11090,2025-10-29,CUST-1128,Corporate,Executive Wooden Desk,Furniture,2,435.85,871.7,528.25,343.45,East
TXN-11091,2025-05-14,CUST-1048,Consumer,High-Speed USB-C Cable,Technology,3,18.72,56.16,16.67,39.49,South
TXN-11092,2025-07-27,CUST-1141,Corporate,Gel Pens (Pack of 12),Office Supplies,3,15.3,45.9,13.99,31.91,South
TXN-11093,2025-10-08,CUST-1074,Corporate,Wireless Mouse M2,Technology,6,24.16,144.96,58.59,86.37,North
TXN-11094,2025-06-15,CUST-1112,Consumer,Wireless Mouse M2,Technology,5,25.42,127.1,51.45,75.65,North
TXN-11095,2025-03-03,CUST-1015,Home Office,Smart Bluetooth Speaker,Technology,5,82.85,414.25,210.48,203.77,South
TXN-11096,2025-04-23,CUST-1122,Home Office,High-Speed USB-C Cable,Technology,4,18.88,75.52,22.59,52.93,West
TXN-11097,2025-07-03,CUST-1053,Corporate,Gel Pens (Pack of 12),Office Supplies,5,14.91,74.55,21.96,52.59,East
TXN-11098,2025-07-02,CUST-1123,Home Office,Wireless Mouse M2,Technology,4,24.12,96.48,38.68,57.8,North
TXN-11099,2025-08-14,CUST-1137,Home Office,Pro Laptop 15,Technology,3,1199.74,3599.22,2509.02,1090.2,West
TXN-11100,2025-11-11,CUST-1091,Corporate,Smart Bluetooth Speaker,Technology,9,81.77,735.93,371.64,364.29,East
TXN-11101,2025-01-07,CUST-1059,Consumer,Premium Notebook A5,Office Supplies,5,12.49,62.45,21.86,40.59,East
TXN-11102,2025-08-17,CUST-1029,Home Office,Smart Bluetooth Speaker,Technology,1,81.86,81.86,40.9,40.96,South
TXN-11103,2025-01-05,CUST-1017,Consumer,Filing Cabinet 3-Drawer,Furniture,10,149.6,1496.0,825.79,670.21,East
TXN-11104,2025-08-20,CUST-1029,Home Office,UltraWide Monitor 34,Technology,4,391.21,1564.84,1139.83,425.01,West
TXN-11105,2025-11-16,CUST-1068,Corporate,Gel Pens (Pack of 12),Office Supplies,7,15.02,105.14,31.36,73.78,South
TXN-11106,2025-01-18,CUST-1144,Corporate,Filing Cabinet 3-Drawer,Furniture,10,144.4,1444.0,799.11,644.89,South
TXN-11107,2025-10-04,CUST-1039,Consumer,Sticky Notes Pastel,Office Supplies,6,8.27,49.62,12.25,37.37,South
TXN-11108,2025-05-15,CUST-1053,Consumer,Standing Desk Frame,Furniture,7,311.24,2178.68,1304.38,874.3,West
TXN-11109,2025-02-10,CUST-1144,Corporate,UltraWide Monitor 34,Technology,7,397.14,2779.98,1997.97,782.01,West
TXN-11110,2025-07-22,CUST-1112,Consumer,Standing Desk Frame,Furniture,2,302.15,604.3,363.31,240.99,South
TXN-11111,2025-08-13,CUST-1133,Corporate,Executive Wooden Desk,Furniture,2,466.12,932.24,569.04,363.2,South
TXN-11112,2025-08-10,CUST-1002,Corporate,Ergonomic Chair,Furniture,1,249.95,249.95,159.87,90.08,East
TXN-11113,2025-05-21,CUST-1051,Home Office,Premium Notebook A5,Office Supplies,8,11.53,92.24,32.63,59.61,North
TXN-11114,2025-12-26,CUST-1071,Corporate,Premium Notebook A5,Office Supplies,6,11.76,70.56,24.27,46.29,South
TXN-11115,2025-11-26,CUST-1045,Consumer,Standing Desk Frame,Furniture,2,309.31,618.62,366.1,252.52,East
TXN-11116,2025-06-02,CUST-1007,Home Office,Standing Desk Frame,Furniture,1,292.17,292.17,173.99,118.18,East
TXN-11117,2025-01-18,CUST-1032,Home Office,Smart Bluetooth Speaker,Technology,8,77.98,623.84,316.04,307.8,West
TXN-11118,2025-01-02,CUST-1061,Corporate,Executive Wooden Desk,Furniture,6,450.06,2700.36,1647.49,1052.87,North
TXN-11119,2025-12-04,CUST-1009,Home Office,Gel Pens (Pack of 12),Office Supplies,3,14.36,43.08,13.04,30.04,North
TXN-11120,2025-02-03,CUST-1065,Consumer,Sticky Notes Pastel,Office Supplies,4,8.17,32.68,8.31,24.37,South
TXN-11121,2025-04-15,CUST-1104,Home Office,High-Speed USB-C Cable,Technology,2,17.39,34.78,10.5,24.28,East
TXN-11122,2025-09-08,CUST-1036,Home Office,Wireless Mouse M2,Technology,6,24.75,148.5,59.33,89.17,North
TXN-11123,2025-06-30,CUST-1139,Home Office,Wireless Mouse M2,Technology,3,24.38,73.14,28.86,44.28,South
TXN-11124,2025-01-24,CUST-1136,Corporate,Filing Cabinet 3-Drawer,Furniture,10,152.64,1526.4,840.59,685.81,South
TXN-11125,2025-07-11,CUST-1008,Home Office,Filing Cabinet 3-Drawer,Furniture,10,154.83,1548.3,842.58,705.72,East
TXN-11126,2025-06-14,CUST-1087,Consumer,UltraWide Monitor 34,Technology,7,407.63,2853.41,2053.03,800.38,South
TXN-11127,2025-07-31,CUST-1038,Consumer,Filing Cabinet 3-Drawer,Furniture,3,155.22,465.66,252.11,213.55,East
TXN-11128,2025-01-26,CUST-1099,Corporate,Executive Wooden Desk,Furniture,5,459.79,2298.95,1381.9,917.05,South
TXN-11129,2025-06-17,CUST-1114,Home Office,Gel Pens (Pack of 12),Office Supplies,8,15.22,121.76,37.02,84.74,South
TXN-11130,2025-02-26,CUST-1022,Home Office,UltraWide Monitor 34,Technology,2,381.27,762.54,543.16,219.38,South
TXN-11131,2025-09-12,CUST-1027,Consumer,Executive Wooden Desk,Furniture,1,428.33,428.33,260.0,168.33,East
TXN-11132,2025-07-29,CUST-1105,Home Office,Executive Wooden Desk,Furniture,3,465.63,1396.89,835.2,561.69,East
TXN-11133,2025-06-22,CUST-1058,Consumer,Standing Desk Frame,Furniture,3,312.97,938.91,553.58,385.33,South
TXN-11135,2025-02-28,CUST-1037,Corporate,Standing Desk Frame,Furniture,5,292.5,1462.5,862.29,600.21,North
TXN-11136,2025-08-31,CUST-1101,Corporate,Wireless Mouse M2,Technology,5,23.87,119.35,47.05,72.3,South
TXN-11137,2025-06-21,CUST-1146,Consumer,Ergonomic Chair,Furniture,4,252.48,1009.92,667.76,342.16,North
TXN-11138,2025-12-09,CUST-1073,Consumer,Gel Pens (Pack of 12),Office Supplies,7,14.3,100.1,30.61,69.49,North
TXN-11139,2025-05-14,CUST-1050,Consumer,Ergonomic Chair,Furniture,8,238.42,1907.36,1237.11,670.25,South
TXN-11140,2025-04-19,CUST-1082,Corporate,Executive Wooden Desk,Furniture,7,450.94,3156.58,1870.27,1286.31,East
TXN-11142,2025-09-02,CUST-1001,Consumer,Smart Bluetooth Speaker,Technology,3,81.6,244.8,122.91,121.89,North
TXN-11143,2025-10-26,CUST-1149,Home Office,Smart Bluetooth Speaker,Technology,6,82.87,497.22,244.53,252.69,North
TXN-11144,2025-09-24,CUST-1084,Consumer,Gel Pens (Pack of 12),Office Supplies,6,15.44,92.64,28.24,64.4,North
TXN-11145,2025-12-22,CUST-1102,Consumer,Smart Bluetooth Speaker,Technology,4,76.21,304.84,151.44,153.4,West
TXN-11146,2025-06-08,CUST-1006,Consumer,UltraWide Monitor 34,Technology,8,397.73,3181.84,2292.52,889.32,South
TXN-11147,2025-08-29,CUST-1116,Consumer,Filing Cabinet 3-Drawer,Furniture,6,153.37,920.22,502.72,417.5,North
TXN-11148,2025-08-06,CUST-1043,Home Office,Pro Laptop 15,Technology,9,1203.47,10831.23,7589.44,3241.79,North
TXN-11149,2025-12-28,CUST-1113,Consumer,Filing Cabinet 3-Drawer,Furniture,9,147.52,1327.68,733.54,594.14,East
TXN-11150,2025-06-17,CUST-1016,Corporate,Premium Notebook A5,Office Supplies,10,11.64,116.4,41.19,75.21,South
TXN-11151,2025-02-14,CUST-1057,Home Office,Ergonomic Chair,Furniture,6,237.55,1425.3,911.05,514.25,West
TXN-11152,2025-12-16,CUST-1016,Corporate,Smart Bluetooth Speaker,Technology,2,80.28,160.56,80.02,80.54,North
TXN-11153,2025-04-21,CUST-1086,Home Office,Gel Pens (Pack of 12),Office Supplies,8,15.17,121.36,35.69,85.67,South
TXN-11154,2025-01-15,CUST-1048,Home Office,Pro Laptop 15,Technology,1,1196.21,1196.21,831.13,365.08,North
TXN-11155,2025-10-22,CUST-1062,Home Office,Wireless Mouse M2,Technology,1,25.74,25.74,10.13,15.61,North
TXN-11156,2025-01-01,CUST-1083,Home Office,Filing Cabinet 3-Drawer,Furniture,8,151.01,1208.08,651.76,556.32,South
TXN-11157,2025-11-14,CUST-1063,Corporate,Standing Desk Frame,Furniture,9,296.13,2665.17,1624.95,1040.22,North
TXN-11159,2025-09-24,CUST-1017,Home Office,Wireless Mouse M2,Technology,8,24.5,196.0,78.26,117.74,North
TXN-11160,2025-04-14,CUST-1116,Consumer,Ergonomic Chair,Furniture,2,253.26,506.52,331.57,174.95,North
TXN-11162,2025-01-11,CUST-1114,Consumer,Wireless Mouse M2,Technology,6,25.95,155.7,61.33,94.37,East
TXN-11163,2025-05-28,CUST-1007,Home Office,Wireless Mouse M2,Technology,8,24.82,198.56,80.06,118.5,South
TXN-11164,2025-06-21,CUST-1024,Corporate,UltraWide Monitor 34,Technology,5,390.27,1951.35,1386.04,565.31,East
TXN-11165,2025-03-06,CUST-1095,Corporate,Smart Bluetooth Speaker,Technology,1,80.63,80.63,40.44,40.19,East
TXN-11166,2025-01-14,CUST-1127,Consumer,UltraWide Monitor 34,Technology,1,402.5,402.5,288.43,114.07,South
TXN-11167,2025-12-30,CUST-1114,Home Office,UltraWide Monitor 34,Technology,9,411.63,3704.67,2616.24,1088.43,South
TXN-11168,2025-08-27,CUST-1017,Consumer,High-Speed USB-C Cable,Technology,4,18.6,74.4,22.32,52.08,South
TXN-11169,2025-02-10,CUST-1024,Corporate,Ergonomic Chair,Furniture,1,242.75,242.75,156.87,85.88,North
TXN-11171,2025-08-21,CUST-1135,Corporate,Wireless Mouse M2,Technology,2,25.21,50.42,19.79,30.63,North
TXN-11172,2025-10-01,CUST-1027,Consumer,High-Speed USB-C Cable,Technology,5,17.83,89.15,26.61,62.54,North
TXN-11173,2025-11-30,CUST-1105,Consumer,High-Speed USB-C Cable,Technology,4,18.84,75.36,22.62,52.74,South
TXN-11174,2025-08-17,CUST-1085,Corporate,Filing Cabinet 3-Drawer,Furniture,1,156.73,156.73,85.62,71.11,South
TXN-11175,2025-02-10,CUST-1128,Corporate,Gel Pens (Pack of 12),Office Supplies,10,15.11,151.1,45.44,105.66,West
TXN-11176,2025-10-19,CUST-1097,Home Office,Premium Notebook A5,Office Supplies,1,11.62,11.62,4.0,7.62,South
TXN-11177,2025-09-23,CUST-1053,Consumer,Wireless Mouse M2,Technology,10,25.26,252.6,102.51,150.09,West
TXN-11178,2025-08-04,CUST-1001,Consumer,Pro Laptop 15,Technology,3,1180.61,3541.83,2462.28,1079.55,South
TXN-11180,2025-08-01,CUST-1049,Home Office,Pro Laptop 15,Technology,4,1255.93,5023.72,3451.8,1571.92,East
TXN-11181,2025-07-02,CUST-1140,Consumer,Executive Wooden Desk,Furniture,2,466.78,933.56,552.29,381.27,North
TXN-11183,2025-02-15,CUST-1022,Corporate,Sticky Notes Pastel,Office Supplies,10,8.2,82.0,20.16,61.84,North
TXN-11184,2025-03-10,CUST-1018,Home Office,Pro Laptop 15,Technology,8,1195.99,9567.92,6641.09,2926.83,West
TXN-11185,2025-10-28,CUST-1135,Home Office,Pro Laptop 15,Technology,4,1237.07,4948.28,3530.1,1418.18,North
TXN-11186,2025-08-19,CUST-1005,Consumer,Executive Wooden Desk,Furniture,7,469.4,3285.8,1938.29,1347.51,East
TXN-11187,2025-04-03,CUST-1137,Corporate,Premium Notebook A5,Office Supplies,3,11.52,34.56,12.05,22.51,East
TXN-11188,2025-03-19,CUST-1083,Consumer,Premium Notebook A5,Office Supplies,5,11.99,59.95,20.57,39.38,North
TXN-11189,2025-09-29,CUST-1070,Consumer,High-Speed USB-C Cable,Technology,9,17.22,154.98,46.39,108.59,North
TXN-11190,2025-02-11,CUST-1055,Consumer,High-Speed USB-C Cable,Technology,8,17.46,139.68,41.48,98.2,North
TXN-11191,2025-02-28,CUST-1034,Consumer,Filing Cabinet 3-Drawer,Furniture,4,155.24,620.96,337.18,283.78,East
TXN-11192,2025-08-19,CUST-1150,Corporate,Sticky Notes Pastel,Office Supplies,4,8.11,32.44,7.99,24.45,West
TXN-11193,2025-10-19,CUST-1018,Consumer,High-Speed USB-C Cable,Technology,9,18.25,164.25,48.5,115.75,North
TXN-11196,2025-04-28,CUST-1055,Home Office,Pro Laptop 15,Technology,8,1234.84,9878.72,6901.27,2977.45,North
TXN-11197,2025-04-19,CUST-1141,Corporate,Ergonomic Chair,Furniture,3,239.47,718.41,457.77,260.64,East
TXN-11199,2025-06-08,CUST-1145,Consumer,Smart Bluetooth Speaker,Technology,5,83.75,418.75,210.0,208.75,South
TXN-11200,2025-08-23,CUST-1144,Home Office,UltraWide Monitor 34,Technology,6,385.42,2312.52,1659.46,653.06,East
TXN-11201,2025-04-11,CUST-1051,Corporate,Premium Notebook A5,Office Supplies,8,11.88,95.04,33.72,61.32,East
TXN-11202,2025-02-25,CUST-1068,Corporate,Wireless Mouse M2,Technology,6,24.4,146.4,58.18,88.22,East
TXN-11203,2025-01-28,CUST-1099,Corporate,Standing Desk Frame,Furniture,7,310.02,2170.14,1289.93,880.21,North
TXN-11204,2025-07-05,CUST-1032,Corporate,Smart Bluetooth Speaker,Technology,8,76.44,611.52,306.07,305.45,East
TXN-11205,2025-06-15,CUST-1069,Consumer,Premium Notebook A5,Office Supplies,4,11.72,46.88,16.16,30.72,South
TXN-11206,2025-09-28,CUST-1125,Home Office,Gel Pens (Pack of 12),Office Supplies,6,14.79,88.74,26.63,62.11,East
TXN-11207,2025-12-27,CUST-1148,Consumer,Wireless Mouse M2,Technology,7,23.83,166.81,66.31,100.5,East
TXN-11208,2025-07-12,CUST-1116,Consumer,Gel Pens (Pack of 12),Office Supplies,5,15.23,76.15,22.49,53.66,South
TXN-11209,2025-08-18,CUST-1017,Corporate,Wireless Mouse M2,Technology,8,24.1,192.8,78.6,114.2,West
TXN-11210,2025-04-09,CUST-1051,Consumer,Premium Notebook A5,Office Supplies,2,12.35,24.7,8.7,16.0,East
