Transaction_ID,Date,Customer_ID,Segment,Product_Name,Category,Quantity,Unit_Price,Cost_Percentage,Region
TXN-10995,2025-07-31,CUST-1122,Corporate,Pro Laptop 15,Technology,2,1243.22,0.7065,south
TXN-10996,2025-11-24,CUST-1008,Corporate,Standing Desk Frame,furniture,-5,294.91,0.605,NORTH
TXN-10997,02/09/2025,CUST-1012,Home Office,Filing Cabinet 3-Drawer,Furniture  ,9,155.37,0.548,North
TXN-10998,2025-02-02,CUST-1133,Corporate,Wireless Mouse M2,TECHNOLOGY,9,25.31,0.3945,North
TXN-10999,2025-06-04,CUST-1071,Corporate,Sticky Notes Pastel,Office supplies,8,8.26,0.2542,south
TXN-11000,2025-06-11,CUST-1091,Home Office,High-Speed USB-C Cable,TECHNOLOGY,2,17.37,0.3031,West
TXN-11001,2025-03-30,CUST-1082,Corporate,Filing Cabinet 3-Drawer,FURNITURE,2,153.64,0.5608,east
TXN-11002,2025-12-27,CUST-1025,Consumer,Premium Notebook A5,Office supplies,6,11.7,0.3454,WEST
TXN-11003,2025-11-03,CUST-1027,Home Office,Wireless Mouse M2,  Technology ,4,25.5,0.3974,EAST
TXN-11004,,CUST-1146,Home Office,Wireless Mouse M2,TECHNOLOGY,5,25.37,0.403,NORTH
TXN-11005,2025-07-18,CUST-1125,Home Office,Pro Laptop 15,  Technology ,3,1235.08,0.7073,East
TXN-11006,2025/09/18,CUST-1068,Corporate,UltraWide Monitor 34,TECHNOLOGY,5,408.18,0.7324,east
TXN-11007,25/06/2025,CUST-1141,Home Office,Sticky Notes Pastel,off_supplies,4,7.67,0.2507,north
TXN-11008,2025-02-15,CUST-1009,Consumer,Smart Bluetooth Speaker,TECHNOLOGY,1,83.36,0.4947,EAST
TXN-11009,2025-04-21,CUST-1010,Corporate,Pro Laptop 15,Tech,6,1215.14,0.7123, East 
TXN-11010,2025-12-06,CUST-1114,Corporate,Executive Wooden Desk,FURNITURE,1,433.44,0.5969,North
TXN-11011,06/04/2025,CUST-1105,Home Office,Executive Wooden Desk,FURNITURE,5,430.76,0.609,North
TXN-11012,2025-06-09,CUST-1026,Corporate,Executive Wooden Desk,furniture,4,452.09,0.5917,SOUTH
TXN-11013,2025/06/24,CUST-1012,Home Office,UltraWide Monitor 34,Technology,6,404.5,0.7291,south
TXN-11014,2025-09-26,CUST-1074,Consumer,High-Speed USB-C Cable,TECHNOLOGY,1,17.96,0.3029,East
TXN-11015,11/05/2025,CUST-1090,Home Office,High-Speed USB-C Cable,TECHNOLOGY,10,17.59,0.2956,north
TXN-11016,20/09/2025,CUST-1020,Consumer,Pro Laptop 15,  Technology ,2,1172.8,0.7035,SOUTH
TXN-11017,2025-09-24,CUST-1092,Consumer,UltraWide Monitor 34,  Technology ,1,400.94,0.7286,WEST
TXN-11018,2025-09-13,CUST-1103,Home Office,Wireless Mouse M2,  Technology ,4,24.6,0.3933,north
TXN-11019,24/02/2025,CUST-1112,Home Office,Filing Cabinet 3-Drawer,FURNITURE,1,156.3,0.5446,South
TXN-11020,25/07/2025,CUST-1032,Corporate,Standing Desk Frame,Furniture,4,291.3,0.6051,WEST
TXN-11021,2025/09/04,CUST-1038,Corporate,Executive Wooden Desk,FURNITURE,8,455.64,0.6089,SOUTH
TXN-11022,2025-07-29,CUST-1070,Consumer,Standing Desk Frame,furniture,10,302.22,0.5887,north
TXN-11023,2025-05-03,CUST-1127,Consumer,Executive Wooden Desk,FURNITURE,10,452.0,0.595,north
TXN-11024,2025-08-23,CUST-1068,Consumer,Premium Notebook A5,off_supplies,2,11.42,0.3554,east
TXN-11025,18/07/2025,CUST-1043,Consumer,High-Speed USB-C Cable,TECHNOLOGY,3,18.83,0.3049,west
TXN-11026,2025-08-03,CUST-1149,Consumer,Filing Cabinet 3-Drawer,FURNITURE,,152.29,0.552,East
TXN-11027,2025/03/01,CUST-1085,Corporate,Premium Notebook A5,off_supplies,-4,12.52,0.3567, East 
TXN-11028,2025-07-07,CUST-1039,Consumer,Wireless Mouse M2,Technology,9,25.68,0.3957,WEST
TXN-11029,2025-01-08,CUST-1101,Home Office,Ergonomic Chair,furniture,1,257.51,0.6561,NORTH
TXN-10008,2025/05/08,CUST-1109,Consumer,Pro Laptop 15,  Technology ,,1212.47,0.6895,north
TXN-11030,2025-03-01,CUST-1030,Corporate,High-Speed USB-C Cable,Technology,4,18.64,0.2969,East
TXN-11031,05/11/2025,CUST-1126,Home Office,UltraWide Monitor 34,TECHNOLOGY,2,417.95,0.7102,NORTH
TXN-11032,2025-01-19,CUST-1014,Consumer,Sticky Notes Pastel,OFFICE SUPPLIES,10,8.39,0.2451,south
TXN-11033,2025-11-13,CUST-1136,Corporate,High-Speed USB-C Cable,  Technology ,8,18.71,0.2988,North
TXN-11034,2025/11/22,CUST-1070,Corporate,UltraWide Monitor 34,TECHNOLOGY,1,399.7,0.7261,EAST
TXN-11035,2025-03-19,CUST-1149,Consumer,Filing Cabinet 3-Drawer,FURNITURE,3,147.35,0.5491,south
TXN-11036,2025-07-10,CUST-1067,Consumer,Ergonomic Chair,Furniture  ,8,258.2,0.6552,EAST
TXN-11037,2025-04-03,CUST-1148,Home Office,Smart Bluetooth Speaker,TECHNOLOGY,4,76.25,0.4934,East
TXN-11038,17/03/2025,CUST-1141,Corporate,Smart Bluetooth Speaker,Tech,1,76.53,0.4933,north
TXN-11039,2025/01/09,CUST-1051,Corporate,Sticky Notes Pastel,Office Supplies,10,8.1,0.2519,east
TXN-11040,2025-01-06,CUST-1064,Home Office,Ergonomic Chair,Furniture,2,239.55,0.654,North
TXN-11041,15/08/2025,CUST-1006,Consumer,Executive Wooden Desk,Furniture,1,443.13,0.598, East 
TXN-11042,2025-10-17,CUST-1108,Consumer,Pro Laptop 15,TECHNOLOGY,4,1186.39,0.7089,north
TXN-11043,2025-08-26,CUST-1103,Home Office,Pro Laptop 15,TECHNOLOGY,8,1230.97,0.699,east
TXN-11044,27/01/2025,CUST-1025,Home Office,Sticky Notes Pastel,Office supplies,1,7.95,0.246,SOUTH
TXN-11045,2025-05-24,CUST-1040,Consumer,UltraWide Monitor 34,Technology,8,,0.7172,south
TXN-11046,17/07/2025,CUST-1122,Consumer,High-Speed USB-C Cable,Technology,7,17.14,0.3012,EAST
TXN-11047,2025-07-12,CUST-1046,Corporate,High-Speed USB-C Cable,Tech,2,17.62,0.2979,WEST
TXN-11048,2025-01-25,CUST-1018,Consumer,Premium Notebook A5,Office supplies,8,12.26,0.3491, East 
TXN-11049,2025-03-02,CUST-1004,Consumer,UltraWide Monitor 34,Technology,6,403.17,0.7273,north
TXN-11050,07/03/2025,CUST-1102,Home Office,Standing Desk Frame,FURNITURE,5,291.77,0.6115,South
TXN-11051,2025-10-30,CUST-1093,Corporate,Wireless Mouse M2,TECHNOLOGY,4,23.9,0.404,south
TXN-11052,2025/01/05,CUST-1045,Corporate,Executive Wooden Desk,furniture,10,472.21,0.6019,South
TXN-11053,2025-04-30,CUST-1006,Home Office,Pro Laptop 15,Technology,1,1142.3,0.7053,north
TXN-11054,2025-10-14,CUST-1066,Corporate,Pro Laptop 15,Technology,3,1202.71,0.6953, East 
TXN-11055,2025/08/15,CUST-1079,Consumer,Filing Cabinet 3-Drawer,furniture,9,147.53,0.5602,East
TXN-11056,2025-02-09,CUST-1148,Home Office,Premium Notebook A5,off_supplies,4,12.18,0.3568,North
TXN-11057,2025-10-06,CUST-1032,Corporate,Sticky Notes Pastel,Office supplies,1,7.82,0.2486,South
TXN-11058,2025-05-10,CUST-1055,Consumer,Smart Bluetooth Speaker,Tech,8,78.56,0.503,south
TXN-11059,2025-08-13,CUST-1026,Corporate,Wireless Mouse M2,  Technology ,2,24.05,0.3948,EAST
TXN-11060,2025-05-13,CUST-1131,Home Office,Premium Notebook A5,off_supplies,5,12.52,0.3485,east
TXN-11061,2025-01-25,CUST-1081,Consumer,High-Speed USB-C Cable,Tech,6,,0.3,West
TXN-11062,2025-08-07,CUST-1083,Consumer,Sticky Notes Pastel,Office Supplies,4,8.0,0.25,EAST
TXN-11063,,CUST-1140,Corporate,Ergonomic Chair,Furniture  ,9,250.85,0.6578, East 
TXN-11064,2025/10/10,CUST-1148,Consumer,Standing Desk Frame,Furniture,10,298.72,0.5995,NORTH
TXN-11065,2025-06-23,CUST-1067,Consumer,Executive Wooden Desk,furniture,8,457.52,0.6,west
TXN-11066,2025-10-09,CUST-1141,Home Office,Filing Cabinet 3-Drawer,furniture,6,152.27,0.5484,SOUTH
TXN-11067,2025-05-10,CUST-1061,Consumer,Ergonomic Chair,Furniture  ,3,240.18,0.6487,EAST
TXN-11068,2025-12-15,CUST-1073,Home Office,Ergonomic Chair,Furniture,4,251.97,0.6423,South
TXN-10677,2025-07-08,CUST-1068,Home Office,UltraWide Monitor 34,TECHNOLOGY,7,415.31,0.7114,west
TXN-11069,2025/06/06,CUST-1058,Corporate,Wireless Mouse M2,TECHNOLOGY,8,25.66,0.3971, East 
TXN-11070,01/12/2025,CUST-1107,Corporate,High-Speed USB-C Cable,TECHNOLOGY,6,17.61,0.2979,west
TXN-11071,2025-11-02,CUST-1052,Consumer,Pro Laptop 15,  Technology ,5,1187.82,0.712,West
TXN-11072,2025-09-27,CUST-1014,Home Office,Sticky Notes Pastel,Office Supplies,1,7.99,0.2512,SOUTH
TXN-11073,2025-09-04,CUST-1130,Home Office,Smart Bluetooth Speaker,TECHNOLOGY,4,78.57,0.494,east
TXN-11074,2025-06-06,CUST-1039,Home Office,Standing Desk Frame,furniture,2,306.32,0.5959,north
TXN-11075,2025-12-04,CUST-1122,Home Office,Smart Bluetooth Speaker,TECHNOLOGY,6,78.91,0.4984,south
TXN-11076,2025-10-16,CUST-1132,Home Office,Gel Pens (Pack of 12),off_supplies,9,14.86,0.3009,WEST
TXN-11077,2025-04-19,CUST-1145,Consumer,Premium Notebook A5,Office Supplies,3,12.38,0.3569,East
TXN-11078,2025-05-06,CUST-1112,Consumer,Standing Desk Frame,Furniture  ,9,297.99,0.5936,WEST
TXN-11079,2025-11-26,CUST-1004,Home Office,Sticky Notes Pastel,OFFICE SUPPLIES,9,8.39,0.2538,West
TXN-11080,2025-10-12,CUST-1084,Consumer,Premium Notebook A5,Office Supplies,2,11.81,0.345,WEST
TXN-11081,2025-05-11,CUST-1123,Corporate,High-Speed USB-C Cable,Tech,3,18.14,0.3042, East 
TXN-11082,2025/12/29,CUST-1086,Home Office,Filing Cabinet 3-Drawer,Furniture  ,7,154.71,0.5436,south
TXN-11083,2025-12-03,CUST-1046,Consumer,Gel Pens (Pack of 12),off_supplies,9,14.63,0.3025, East 
TXN-11084,2025-12-05,CUST-1072,Home Office,Sticky Notes Pastel,OFFICE SUPPLIES,8,8.12,0.245,North
TXN-11085,2025-12-04,CUST-1107,Consumer,Gel Pens (Pack of 12),off_supplies,6,15.68,0.3049,north
TXN-11086,2025-11-26,CUST-1047,Home Office,Smart Bluetooth Speaker,Tech,3,76.41,0.4975,west
TXN-11087,2025-12-08,CUST-1098,Consumer,Sticky Notes Pastel,off_supplies,3,8.1,0.2485,south
TXN-11088,2025/01/03,CUST-1034,Corporate,Smart Bluetooth Speaker,Technology,8,79.55,0.5066,SOUTH
TXN-11089,2025-09-18,CUST-1092,Home Office,Executive Wooden Desk,FURNITURE,2,443.72,0.591,NORTH
TXN-11090,2025-10-29,CUST-1128,Corporate,Executive Wooden Desk,furniture,2,435.85,0.606,EAST
TXN-11091,2025-05-14,CUST-1048,Consumer,High-Speed USB-C Cable,TECHNOLOGY,3,18.72,0.2969,south
TXN-11092,2025-07-27,CUST-1141,Corporate,Gel Pens (Pack of 12),off_supplies,3,15.3,0.3047,south
TXN-11093,2025-10-08,CUST-1074,Corporate,Wireless Mouse M2,  Technology ,6,24.16,0.4042,NORTH
TXN-11094,2025-06-15,CUST-1112,Consumer,Wireless Mouse M2,Technology,5,25.42,0.4048,NORTH
TXN-11095,2025-03-03,CUST-1015,Home Office,Smart Bluetooth Speaker,TECHNOLOGY,5,82.85,0.5081,South
TXN-11096,2025-04-23,CUST-1122,Home Office,High-Speed USB-C Cable,Tech,4,18.88,0.2991,West
TXN-11097,03/07/2025,CUST-1053,Corporate,Gel Pens (Pack of 12),Office Supplies,5,14.91,0.2946,East
TXN-11098,2025-07-02,CUST-1123,Home Office,Wireless Mouse M2,Technology,4,24.12,0.4009,North
TXN-11099,2025-08-14,CUST-1137,Home Office,Pro Laptop 15,TECHNOLOGY,3,0.0,0.6971,west
TXN-11100,2025-11-11,CUST-1091,Corporate,Smart Bluetooth Speaker,TECHNOLOGY,9,81.77,0.505,EAST
TXN-11101,2025-01-07,CUST-1059,Consumer,Premium Notebook A5,OFFICE SUPPLIES,5,12.49,0.35,EAST
TXN-11102,2025/08/17,CUST-1029,Home Office,Smart Bluetooth Speaker,  Technology ,1,81.86,0.4996,south
TXN-11103,2025-01-05,CUST-1017,Consumer,Filing Cabinet 3-Drawer,Furniture,10,149.6,0.552,east
TXN-11104,2025-08-20,CUST-1029,Home Office,UltraWide Monitor 34,Technology,4,391.21,0.7284,west
TXN-11105,2025-11-16,CUST-1068,Corporate,Gel Pens (Pack of 12),Office Supplies,7,15.02,0.2983,SOUTH
TXN-11106,2025/01/18,CUST-1144,Corporate,Filing Cabinet 3-Drawer,Furniture  ,10,144.4,0.5534,SOUTH
TXN-11107,04/10/2025,CUST-1039,Consumer,Sticky Notes Pastel,off_supplies,6,8.27,0.2468,SOUTH
TXN-11108,2025-05-15,CUST-1053,Consumer,Standing Desk Frame,furniture,7,311.24,0.5987,west
TXN-11109,2025-02-10,CUST-1144,Corporate,UltraWide Monitor 34,  Technology ,7,397.14,0.7187,west
TXN-11110,2025-07-22,CUST-1112,Consumer,Standing Desk Frame,FURNITURE,2,302.15,0.6012,SOUTH
TXN-11111,2025-08-13,CUST-1133,Corporate,Executive Wooden Desk,furniture,2,466.12,0.6104,South
TXN-11112,2025-08-10,CUST-1002,Corporate,Ergonomic Chair,furniture,1,249.95,0.6396,EAST
TXN-11113,2025/05/21,CUST-1051,Home Office,Premium Notebook A5,OFFICE SUPPLIES,8,11.53,0.3538,NORTH
TXN-11114,2025-12-26,CUST-1071,Corporate,Premium Notebook A5,Office Supplies,6,11.76,0.344,south
TXN-11115,2025-11-26,CUST-1045,Consumer,Standing Desk Frame,Furniture  ,2,309.31,0.5918,east
TXN-11116,02/06/2025,CUST-1007,Home Office,Standing Desk Frame,Furniture  ,1,292.17,0.5955, East 
TXN-11117,2025-01-18,CUST-1032,Home Office,Smart Bluetooth Speaker,Tech,8,77.98,0.5066,west
TXN-11118,2025-01-02,CUST-1061,Corporate,Executive Wooden Desk,Furniture  ,6,450.06,0.6101,north
TXN-11119,2025-12-04,CUST-1009,Home Office,Gel Pens (Pack of 12),Office supplies,3,14.36,0.3028,North
TXN-11120,2025-02-03,CUST-1065,Consumer,Sticky Notes Pastel,off_supplies,4,8.17,0.2544,South
TXN-11121,2025-04-15,CUST-1104,Home Office,High-Speed USB-C Cable,TECHNOLOGY,2,17.39,0.3019,EAST
TXN-11122,2025-09-08,CUST-1036,Home Office,Wireless Mouse M2,  Technology ,6,24.75,0.3995,NORTH
TXN-11123,30/06/2025,CUST-1139,Home Office,Wireless Mouse M2,TECHNOLOGY,3,24.38,0.3946,South
TXN-11124,2025-01-24,CUST-1136,Corporate,Filing Cabinet 3-Drawer,FURNITURE,10,152.64,0.5507,SOUTH
TXN-11125,2025-07-11,CUST-1008,Home Office,Filing Cabinet 3-Drawer,Furniture  ,10,154.83,0.5442, East 
TXN-11126,2025-06-14,CUST-1087,Consumer,UltraWide Monitor 34,Technology,7,407.63,0.7195,SOUTH
TXN-11127,2025-07-31,CUST-1038,Consumer,Filing Cabinet 3-Drawer,Furniture  ,3,155.22,0.5414, East 
TXN-11128,2025-01-26,CUST-1099,Corporate,Executive Wooden Desk,furniture,5,459.79,0.6011,South
TXN-11129,2025-06-17,CUST-1114,Home Office,Gel Pens (Pack of 12),Office supplies,8,15.22,0.304,south
TXN-11130,2025-02-26,CUST-1022,Home Office,UltraWide Monitor 34,TECHNOLOGY,2,381.27,0.7123,SOUTH
TXN-11131,2025-09-12,CUST-1027,Consumer,Executive Wooden Desk,Furniture,1,428.33,0.607,EAST
TXN-11132,29/07/2025,CUST-1105,Home Office,Executive Wooden Desk,Furniture,3,465.63,0.5979,East
TXN-11133,2025/06/22,CUST-1058,Consumer,Standing Desk Frame,Furniture,3,312.97,0.5896,South
TXN-11134,2025-06-13,CUST-1024,Corporate,Pro Laptop 15,TECHNOLOGY,-3,1233.4,0.6926,NORTH
TXN-11135,2025/02/28,CUST-1037,Corporate,Standing Desk Frame,Furniture,5,292.5,0.5896,North
TXN-11136,2025-08-31,CUST-1101,Corporate,Wireless Mouse M2,Tech,5,23.87,0.3942,South
TXN-11137,21/06/2025,CUST-1146,Consumer,Ergonomic Chair,Furniture  ,4,252.48,0.6612,North
TXN-11138,2025-12-09,CUST-1073,Consumer,Gel Pens (Pack of 12),Office supplies,7,14.3,0.3058,north
TXN-11139,14/05/2025,CUST-1050,Consumer,Ergonomic Chair,Furniture  ,8,238.42,0.6486,south
TXN-11140,2025-04-19,CUST-1082,Corporate,Executive Wooden Desk,Furniture,7,450.94,0.5925, East 
TXN-11141,2025-02-09,CUST-1131,Home Office,Filing Cabinet 3-Drawer,Furniture,-5,151.96,0.5596,south
TXN-11142,2025-09-02,CUST-1001,Consumer,Smart Bluetooth Speaker,  Technology ,3,81.6,0.5021,NORTH
TXN-11143,26/10/2025,CUST-1149,Home Office,Smart Bluetooth Speaker,Technology,6,82.87,0.4918,North
TXN-11144,2025-09-24,CUST-1084,Consumer,Gel Pens (Pack of 12),off_supplies,6,15.44,0.3048,north
TXN-11145,2025-12-22,CUST-1102,Consumer,Smart Bluetooth Speaker,Technology,4,76.21,0.4968,WEST
TXN-11146,08/06/2025,CUST-1006,Consumer,UltraWide Monitor 34,TECHNOLOGY,8,397.73,0.7205,South
TXN-11147,2025-08-29,CUST-1116,Consumer,Filing Cabinet 3-Drawer,furniture,6,153.37,0.5463,north
TXN-11148,2025-08-06,CUST-1043,Home Office,Pro Laptop 15,Technology,9,1203.47,0.7007,North
TXN-11149,2025-12-28,CUST-1113,Consumer,Filing Cabinet 3-Drawer,furniture,9,147.52,0.5525,East
TXN-11150,2025-06-17,CUST-1016,Corporate,Premium Notebook A5,Office supplies,10,11.64,0.3539,South
TXN-11151,2025-02-14,CUST-1057,Home Office,Ergonomic Chair,FURNITURE,6,237.55,0.6392,west
TXN-11152,2025-12-16,CUST-1016,Corporate,Smart Bluetooth Speaker,  Technology ,2,80.28,0.4984,North
TXN-11153,2025-04-21,CUST-1086,Home Office,Gel Pens (Pack of 12),Office supplies,8,15.17,0.2941,south
TXN-11154,2025-01-15,CUST-1048,Home Office,Pro Laptop 15,Tech,1,1196.21,0.6948,North
TXN-11155,2025-10-22,CUST-1062,Home Office,Wireless Mouse M2,TECHNOLOGY,1,25.74,0.3934,North
TXN-11156,01/01/2025,CUST-1083,Home Office,Filing Cabinet 3-Drawer,furniture,8,151.01,0.5395,South
TXN-11157,2025-11-14,CUST-1063,Corporate,Standing Desk Frame,Furniture,9,296.13,0.6097,north
TXN-11158,,CUST-1010,Corporate,Wireless Mouse M2,Tech,4,24.53,0.4004,EAST
TXN-11159,2025-09-24,CUST-1017,Home Office,Wireless Mouse M2,  Technology ,8,24.5,0.3993,North
TXN-11160,2025-04-14,CUST-1116,Consumer,Ergonomic Chair,furniture,2,253.26,0.6546,NORTH
TXN-11161,29/04/2025,CUST-1078,Corporate,Standing Desk Frame,furniture,,286.92,0.5929,WEST
TXN-11162,11/01/2025,CUST-1114,Consumer,Wireless Mouse M2,Tech,6,25.95,0.3939,East
TXN-11163,2025-05-28,CUST-1007,Home Office,Wireless Mouse M2,  Technology ,8,24.82,0.4032,south
TXN-11164,2025-06-21,CUST-1024,Corporate,UltraWide Monitor 34,  Technology ,5,390.27,0.7103,EAST
TXN-11165,2025-03-06,CUST-1095,Corporate,Smart Bluetooth Speaker,Technology,1,80.63,0.5016,east
TXN-11166,2025/01/14,CUST-1127,Consumer,UltraWide Monitor 34,  Technology ,1,402.5,0.7166,SOUTH
TXN-11167,2025-12-30,CUST-1114,Home Office,UltraWide Monitor 34,TECHNOLOGY,9,411.63,0.7062,South
TXN-11168,2025-08-27,CUST-1017,Consumer,High-Speed USB-C Cable,Tech,4,18.6,0.3,South
TXN-11169,2025-02-10,CUST-1024,Corporate,Ergonomic Chair,Furniture,1,242.75,0.6462,North
TXN-11170,,CUST-1107,Corporate,Sticky Notes Pastel,off_supplies,4,7.8,0.2537,North
TXN-11171,2025-08-21,CUST-1135,Corporate,Wireless Mouse M2,  Technology ,2,25.21,0.3925,north
TXN-11172,2025-10-01,CUST-1027,Consumer,High-Speed USB-C Cable,Technology,5,17.83,0.2985,North
TXN-11173,2025-11-30,CUST-1105,Consumer,High-Speed USB-C Cable,Tech,4,18.84,0.3002,SOUTH
TXN-11174,17/08/2025,CUST-1085,Corporate,Filing Cabinet 3-Drawer,FURNITURE,1,156.73,0.5463,SOUTH
TXN-11175,10/02/2025,CUST-1128,Corporate,Gel Pens (Pack of 12),Office Supplies,10,15.11,0.3007,west
TXN-11176,2025-10-19,CUST-1097,Home Office,Premium Notebook A5,Office supplies,1,11.62,0.3441,south
TXN-11177,2025-09-23,CUST-1053,Consumer,Wireless Mouse M2,TECHNOLOGY,10,25.26,0.4058,WEST
TXN-11178,2025-08-04,CUST-1001,Consumer,Pro Laptop 15,Tech,3,1180.61,0.6952,SOUTH
TXN-11179,2025-09-05,CUST-1064,Home Office,Wireless Mouse M2,  Technology ,,25.36,0.4023, East 
TXN-11180,2025-08-01,CUST-1049,Home Office,Pro Laptop 15,Tech,4,1255.93,0.6871,East
TXN-11181,2025-07-02,CUST-1140,Consumer,Executive Wooden Desk,Furniture,2,466.78,0.5916,NORTH
TXN-11182,INVALID_DATE,CUST-1093,Home Office,Sticky Notes Pastel,Office Supplies,7,8.25,0.2497,West
TXN-11183,15/02/2025,CUST-1022,Corporate,Sticky Notes Pastel,Office Supplies,10,8.2,0.2458,north
TXN-11184,10/03/2025,CUST-1018,Home Office,Pro Laptop 15,TECHNOLOGY,8,1195.99,0.6941,west
TXN-11185,2025-10-28,CUST-1135,Home Office,Pro Laptop 15,TECHNOLOGY,4,1237.07,0.7134,NORTH
TXN-11186,2025-08-19,CUST-1005,Consumer,Executive Wooden Desk,FURNITURE,7,469.4,0.5899, East 
TXN-11187,03/04/2025,CUST-1137,Corporate,Premium Notebook A5,Office supplies,3,11.52,0.3487,east
TXN-11188,2025/03/19,CUST-1083,Consumer,Premium Notebook A5,Office supplies,5,11.99,0.3431,North
TXN-11189,2025-09-29,CUST-1070,Consumer,High-Speed USB-C Cable,Technology,9,17.22,0.2993,NORTH
TXN-11190,2025-02-11,CUST-1055,Consumer,High-Speed USB-C Cable,Tech,8,17.46,0.297,north
TXN-11191,2025-02-28,CUST-1034,Consumer,Filing Cabinet 3-Drawer,furniture,4,155.24,0.543, East 
TXN-11192,19/08/2025,CUST-1150,Corporate,Sticky Notes Pastel,Office Supplies,4,8.11,0.2464,WEST
TXN-11193,2025-10-19,CUST-1018,Consumer,High-Speed USB-C Cable,TECHNOLOGY,9,18.25,0.2953,North
TXN-11194,INVALID_DATE,CUST-1056,Consumer,Smart Bluetooth Speaker,TECHNOLOGY,7,81.22,0.5059,west
TXN-11195,INVALID_DATE,CUST-1111,Consumer,Sticky Notes Pastel,Office Supplies,6,8.04,0.2502,east
TXN-11196,2025-04-28,CUST-1055,Home Office,Pro Laptop 15,Tech,8,1234.84,0.6986,North
TXN-11197,19/04/2025,CUST-1141,Corporate,Ergonomic Chair,furniture,3,239.47,0.6372,East
TXN-11198,,CUST-1043,Consumer,Executive Wooden Desk,furniture,2,449.65,0.5892,East
TXN-11199,2025-06-08,CUST-1145,Consumer,Smart Bluetooth Speaker,Technology,5,83.75,0.5015,south
TXN-11200,23/08/2025,CUST-1144,Home Office,UltraWide Monitor 34,Tech,6,385.42,0.7176,EAST
TXN-11201,2025-04-11,CUST-1051,Corporate,Premium Notebook A5,Office supplies,8,11.88,0.3548, East 
TXN-11202,2025-02-25,CUST-1068,Corporate,Wireless Mouse M2,Technology,6,24.4,0.3974, East 
TXN-11203,2025-01-28,CUST-1099,Corporate,Standing Desk Frame,Furniture  ,7,310.02,0.5944,NORTH
TXN-11204,2025/07/05,CUST-1032,Corporate,Smart Bluetooth Speaker,Tech,8,76.44,0.5005,East
TXN-11205,2025-06-15,CUST-1069,Consumer,Premium Notebook A5,OFFICE SUPPLIES,4,11.72,0.3447,south
TXN-11206,28/09/2025,CUST-1125,Home Office,Gel Pens (Pack of 12),Office Supplies,6,14.79,0.3001,east
TXN-11207,2025-12-27,CUST-1148,Consumer,Wireless Mouse M2,Technology,7,23.83,0.3975,east
TXN-11208,2025-07-12,CUST-1116,Consumer,Gel Pens (Pack of 12),Office Supplies,5,15.23,0.2954,South
TXN-11209,2025-08-18,CUST-1017,Corporate,Wireless Mouse M2,  Technology ,8,24.1,0.4077,west
TXN-11210,2025/04/09,CUST-1051,Consumer,Premium Notebook A5,OFFICE SUPPLIES,2,12.35,0.3524,EAST
TXN-11211,2025-10-07,CUST-1120,Home Office,Wireless Mouse M2,Technology,-1,24.06,0.3977,west
TXN-11212,,CUST-1126,Home Office,Ergonomic Chair,Furniture,7,258.76,0.6443,east
TXN-11213,2025-09-13,CUST-1024,Corporate,Executive Wooden Desk,Furniture,,471.66,0.6023,East
TXN-11214,2025/06/30,CUST-1109,Consumer,High-Speed USB-C Cable,  Technology ,6,18.74,0.2952,NORTH
TXN-11215,2025-02-23,CUST-1067,Consumer,Gel Pens (Pack of 12),Office supplies,5,14.48,0.2958,WEST
TXN-11216,2025-11-07,CUST-1048,Corporate,Wireless Mouse M2,TECHNOLOGY,9,25.2,0.3988,east
TXN-11217,2025-07-01,CUST-1147,Consumer,Gel Pens (Pack of 12),Office supplies,2,14.91,0.3048,South
TXN-11218,2025-09-29,CUST-1097,Corporate,Filing Cabinet 3-Drawer,Furniture  ,5,146.66,0.5567,East
TXN-11219,2025-09-07,CUST-1134,Consumer,Sticky Notes Pastel,off_supplies,1,7.88,0.2483,SOUTH
TXN-11220,2025-08-29,CUST-1068,Home Office,Executive Wooden Desk,Furniture,8,443.27,0.61,South
TXN-11221,2025-04-26,CUST-1026,Consumer,Premium Notebook A5,off_supplies,7,11.72,0.3503,East
TXN-11222,2025-01-22,CUST-1097,Consumer,Executive Wooden Desk,FURNITURE,5,450.3,0.6079,WEST
TXN-11223,2025-01-16,CUST-1090,Home Office,Premium Notebook A5,off_supplies,2,11.9,0.3466,south
TXN-11224,2025-04-15,CUST-1015,Corporate,Filing Cabinet 3-Drawer,Furniture  ,2,151.92,0.5602,west
TXN-11225,19/03/2025,CUST-1080,Corporate,High-Speed USB-C Cable,Technology,6,18.38,0.3052, East 
TXN-11226,2025/03/13,CUST-1122,Home Office,Standing Desk Frame,Furniture,8,289.04,0.6061,South
TXN-11227,2025-08-01,CUST-1121,Consumer,Smart Bluetooth Speaker,TECHNOLOGY,5,81.89,0.5073,West
TXN-11228,2025/12/08,CUST-1051,Consumer,Ergonomic Chair,Furniture,4,254.95,0.6375,West
TXN-11229,2025-06-01,CUST-1095,Home Office,High-Speed USB-C Cable,Tech,4,17.46,0.2992,West
TXN-11230,2025-04-04,CUST-1100,Corporate,Executive Wooden Desk,Furniture,-5,460.18,0.5886,east
TXN-11231,2025-03-15,CUST-1108,Corporate,UltraWide Monitor 34,Tech,7,400.95,0.7309,West
TXN-11232,2025-07-23,CUST-1128,Corporate,High-Speed USB-C Cable,TECHNOLOGY,3,18.64,0.2952,South
